date,store_id,item_id,price,promo,sales
2025-03-30,S01,I01,286.72,0,20
2025-03-31,S01,I01,290.17,0,14
2025-04-01,S01,I01,283.7,0,20
2025-04-02,S01,I01,285.57,0,23
2025-04-03,S01,I01,283.49,0,15
2025-04-04,S01,I01,287.34,0,19
2025-04-05,S01,I01,278.87,0,26
2025-04-06,S01,I01,280.65,0,23
2025-04-07,S01,I01,284.33,0,18
2025-04-08,S01,I01,286.61,1,26
2025-04-09,S01,I01,291.82,0,19
2025-04-10,S01,I01,280.63,0,19
2025-04-11,S01,I01,283.94,0,16
2025-04-12,S01,I01,285.22,0,25
2025-04-13,S01,I01,279.6,0,24
2025-04-14,S01,I01,281.2,0,18
2025-04-15,S01,I01,277.02,0,17
2025-04-16,S01,I01,286.42,0,19
2025-04-17,S01,I01,280.98,0,16
2025-04-18,S01,I01,289.11,0,19
2025-04-19,S01,I01,285.87,1,29
2025-04-20,S01,I01,283.43,0,22
2025-04-21,S01,I01,281.2,0,13
2025-04-22,S01,I01,285.74,0,22
2025-04-23,S01,I01,283.18,0,21
2025-04-24,S01,I01,286.36,0,16
2025-04-25,S01,I01,288.82,0,21
2025-04-26,S01,I01,281.16,0,22
2025-04-27,S01,I01,282.47,0,24
2025-04-28,S01,I01,289.32,0,17
2025-04-29,S01,I01,289.76,0,18
2025-04-30,S01,I01,280.34,0,21
2025-05-01,S01,I01,280.84,0,18
2025-05-02,S01,I01,280.8,0,18
2025-05-03,S01,I01,285.15,1,32
2025-05-04,S01,I01,278.63,0,25
2025-05-05,S01,I01,284.33,1,22
2025-05-06,S01,I01,284.04,0,20
2025-05-07,S01,I01,281.74,0,22
2025-05-08,S01,I01,284.56,0,22
2025-05-09,S01,I01,284.55,0,15
2025-05-10,S01,I01,282.77,0,21
2025-05-11,S01,I01,290.92,0,28
2025-05-12,S01,I01,282.57,0,18
2025-05-13,S01,I01,284.37,0,12
2025-05-14,S01,I01,281.79,0,17
2025-05-15,S01,I01,288.08,0,18
2025-05-16,S01,I01,279.66,1,23
2025-05-17,S01,I01,284.79,0,27
2025-05-18,S01,I01,280.57,0,22
2025-05-19,S01,I01,277.34,0,22
2025-05-20,S01,I01,281.52,1,25
2025-05-21,S01,I01,281.66,0,15
2025-05-22,S01,I01,286.35,0,18
2025-05-23,S01,I01,280.82,0,20
2025-05-24,S01,I01,275.9,0,25
2025-05-25,S01,I01,276.25,0,26
2025-05-26,S01,I01,284.85,0,17
2025-05-27,S01,I01,286.07,0,21
2025-05-28,S01,I01,284.9,0,18
2025-05-29,S01,I01,282.5,0,27
2025-05-30,S01,I01,285.47,1,20
2025-05-31,S01,I01,276.81,0,33
2025-06-01,S01,I01,276.15,0,22
2025-06-02,S01,I01,278.37,0,23
2025-06-03,S01,I01,283.48,0,21
2025-06-04,S01,I01,287.33,0,16
2025-06-05,S01,I01,280.17,0,21
2025-06-06,S01,I01,280.62,0,17
2025-06-07,S01,I01,286.73,0,26
2025-06-08,S01,I01,282.53,0,25
2025-06-09,S01,I01,284.92,0,18
2025-06-10,S01,I01,284.6,0,18
2025-06-11,S01,I01,279.22,0,20
2025-06-12,S01,I01,291.38,0,16
2025-06-13,S01,I01,280.67,1,21
2025-06-14,S01,I01,291.79,0,28
2025-06-15,S01,I01,286.39,0,26
2025-06-16,S01,I01,285.29,0,15
2025-06-17,S01,I01,278.24,0,16
2025-06-18,S01,I01,285.57,0,12
2025-06-19,S01,I01,283.88,0,22
2025-06-20,S01,I01,283.29,0,21
2025-06-21,S01,I01,278.99,0,22
2025-06-22,S01,I01,287.7,0,27
2025-06-23,S01,I01,287.88,0,25
2025-06-24,S01,I01,277.35,0,14
2025-06-25,S01,I01,281.8,1,22
2025-06-26,S01,I01,283.05,0,14
2025-06-27,S01,I01,285.56,0,22
2025-06-28,S01,I01,284.77,0,25
2025-06-29,S01,I01,283.91,0,24
2025-06-30,S01,I01,286.14,0,20
2025-07-01,S01,I01,291.67,0,17
2025-07-02,S01,I01,283.02,0,18
2025-07-03,S01,I01,288.33,0,20
2025-07-04,S01,I01,291.21,0,17
2025-07-05,S01,I01,290.31,0,23
2025-07-06,S01,I01,286.83,0,24
2025-07-07,S01,I01,286.82,1,24
2025-07-08,S01,I01,285.92,0,21
2025-07-09,S01,I01,290.97,0,21
2025-07-10,S01,I01,282.65,0,14
2025-07-11,S01,I01,282.7,0,23
2025-07-12,S01,I01,281.56,0,25
2025-07-13,S01,I01,293.96,0,24
2025-07-14,S01,I01,290.34,0,16
2025-07-15,S01,I01,281.79,0,25
2025-07-16,S01,I01,279.38,0,26
2025-07-17,S01,I01,283.41,0,24
2025-07-18,S01,I01,284.48,0,19
2025-07-19,S01,I01,285.22,0,26
2025-07-20,S01,I01,278.04,0,29
2025-07-21,S01,I01,281.24,0,18
2025-07-22,S01,I01,289.06,0,21
2025-07-23,S01,I01,286.65,0,20
2025-07-24,S01,I01,281.41,1,30
2025-07-25,S01,I01,288.07,0,23
2025-07-26,S01,I01,288.11,0,24
2025-07-27,S01,I01,293.09,0,29
2025-07-28,S01,I01,283.34,0,19
2025-07-29,S01,I01,281.5,0,17
2025-07-30,S01,I01,283.6,0,18
2025-07-31,S01,I01,287.9,0,19
2025-08-01,S01,I01,279.18,0,17
2025-08-02,S01,I01,284.22,0,23
2025-08-03,S01,I01,284.36,0,21
2025-08-04,S01,I01,289.51,0,16
2025-08-05,S01,I01,282.05,0,20
2025-08-06,S01,I01,283.61,0,22
2025-08-07,S01,I01,286.29,0,22
2025-08-08,S01,I01,281.74,0,20
2025-08-09,S01,I01,281.01,0,20
2025-08-10,S01,I01,291.69,0,22
2025-08-11,S01,I01,286.43,0,18
2025-08-12,S01,I01,289.06,0,22
2025-08-13,S01,I01,287.11,0,17
2025-08-14,S01,I01,283.73,0,15
2025-08-15,S01,I01,281.78,1,28
2025-08-16,S01,I01,281.94,0,23
2025-08-17,S01,I01,281.26,0,22
2025-08-18,S01,I01,281.28,0,20
2025-08-19,S01,I01,281.08,0,19
2025-08-20,S01,I01,287.32,0,17
2025-08-21,S01,I01,280.36,0,19
2025-08-22,S01,I01,289.77,0,16
2025-08-23,S01,I01,287.22,0,23
2025-08-24,S01,I01,286.89,0,25
2025-08-25,S01,I01,285.15,0,13
2025-08-26,S01,I01,285.87,0,22
2025-08-27,S01,I01,282.51,1,20
2025-08-28,S01,I01,280.83,0,16
2025-08-29,S01,I01,282.42,0,22
2025-08-30,S01,I01,278.95,0,27
2025-08-31,S01,I01,286.03,0,25
2025-09-01,S01,I01,280.21,0,14
2025-09-02,S01,I01,286.81,0,17
2025-09-03,S01,I01,286.92,0,18
2025-09-04,S01,I01,285.24,0,18
2025-09-05,S01,I01,282.17,0,22
2025-09-06,S01,I01,280.82,0,31
2025-09-07,S01,I01,281.3,0,27
2025-09-08,S01,I01,280.5,0,17
2025-09-09,S01,I01,284.15,0,23
2025-09-10,S01,I01,283.76,0,17
2025-09-11,S01,I01,291.83,0,11
2025-09-12,S01,I01,291.63,0,15
2025-09-13,S01,I01,290.31,0,18
2025-09-14,S01,I01,283.4,0,24
2025-09-15,S01,I01,278.54,0,18
2025-09-16,S01,I01,284.94,1,19
2025-09-17,S01,I01,283.21,0,16
2025-09-18,S01,I01,284.35,0,15
2025-09-19,S01,I01,285.93,0,19
2025-09-20,S01,I01,287.01,0,22
2025-09-21,S01,I01,277.09,0,28
2025-09-22,S01,I01,289.38,0,19
2025-09-23,S01,I01,288.03,0,24
2025-09-24,S01,I01,281.91,0,18
2025-09-25,S01,I01,287.76,0,25
2025-09-26,S01,I01,283.19,0,19
2025-01-01,S01,I02,287.34,1,23
2025-01-02,S01,I02,286.61,1,32
2025-01-03,S01,I02,284.3,0,14
2025-01-04,S01,I02,282.18,1,29
2025-01-05,S01,I02,298.13,0,20
2025-01-06,S01,I02,289.71,0,14
2025-01-07,S01,I02,287.75,0,13
2025-01-08,S01,I02,294.45,0,21
2025-01-09,S01,I02,280.47,0,15
2025-01-10,S01,I02,286.22,0,19
2025-01-11,S01,I02,284.73,0,28
2025-01-12,S01,I02,285.23,1,32
2025-01-13,S01,I02,287.32,0,21
2025-01-14,S01,I02,285.45,0,23
2025-01-15,S01,I02,280.08,0,24
2025-01-16,S01,I02,283.14,0,16
2025-01-17,S01,I02,283.52,0,21
2025-01-18,S01,I02,285.42,1,30
2025-01-19,S01,I02,283.39,0,25
2025-01-20,S01,I02,286.49,0,15
2025-01-21,S01,I02,286.61,0,18
2025-01-22,S01,I02,278.58,0,18
2025-01-23,S01,I02,282.91,1,29
2025-01-24,S01,I02,288.07,0,16
2025-01-25,S01,I02,286.76,1,23
2025-01-26,S01,I02,280.17,0,25
2025-01-27,S01,I02,290.42,0,16
2025-01-28,S01,I02,289.63,0,19
2025-01-29,S01,I02,296.52,0,21
2025-01-30,S01,I02,294.25,0,19
2025-01-31,S01,I02,283.79,0,18
2025-02-01,S01,I02,286.69,0,25
2025-02-02,S01,I02,287.33,0,28
2025-02-03,S01,I02,292.3,0,16
2025-02-04,S01,I02,286.06,0,22
2025-02-05,S01,I02,292.58,0,16
2025-02-06,S01,I02,288.33,0,21
2025-02-07,S01,I02,284.01,0,15
2025-02-08,S01,I02,282.48,0,27
2025-02-09,S01,I02,291.27,0,25
2025-02-10,S01,I02,291.07,0,20
2025-02-11,S01,I02,291.58,0,22
2025-02-12,S01,I02,276.87,0,17
2025-02-13,S01,I02,286.68,0,19
2025-02-14,S01,I02,292.21,0,20
2025-02-15,S01,I02,281.48,0,25
2025-02-16,S01,I02,289.47,0,28
2025-02-17,S01,I02,284.99,0,20
2025-02-18,S01,I02,283.43,0,18
2025-02-19,S01,I02,284.29,0,23
2025-02-20,S01,I02,293.52,0,21
2025-02-21,S01,I02,290.78,0,17
2025-02-22,S01,I02,286.73,0,23
2025-02-23,S01,I02,296.0,0,25
2025-02-24,S01,I02,280.03,0,21
2025-02-25,S01,I02,284.64,0,13
2025-02-26,S01,I02,293.6,0,17
2025-02-27,S01,I02,286.48,0,18
2025-02-28,S01,I02,286.37,0,15
2025-03-01,S01,I02,286.72,0,22
2025-03-02,S01,I02,285.37,0,26
2025-03-03,S01,I02,290.91,0,18
2025-03-04,S01,I02,283.9,0,18
2025-03-05,S01,I02,297.96,0,15
2025-03-06,S01,I02,281.54,0,19
2025-03-07,S01,I02,293.97,0,15
2025-03-08,S01,I02,290.5,0,30
2025-03-09,S01,I02,284.47,1,36
2025-03-10,S01,I02,288.23,0,18
2025-03-11,S01,I02,290.58,1,21
2025-03-12,S01,I02,289.7,0,22
2025-03-13,S01,I02,279.59,0,21
2025-03-14,S01,I02,288.75,0,25
2025-03-15,S01,I02,281.65,0,32
2025-03-16,S01,I02,291.39,0,19
2025-03-17,S01,I02,291.48,0,23
2025-03-18,S01,I02,281.72,0,19
2025-03-19,S01,I02,279.29,0,21
2025-03-20,S01,I02,285.98,0,22
2025-03-21,S01,I02,286.23,0,22
2025-03-22,S01,I02,287.23,1,33
2025-03-23,S01,I02,288.88,0,24
2025-03-24,S01,I02,286.58,0,17
2025-03-25,S01,I02,287.62,0,23
2025-03-26,S01,I02,283.87,0,17
2025-03-27,S01,I02,283.09,0,25
2025-03-28,S01,I02,289.61,0,17
2025-03-29,S01,I02,289.28,0,24
2025-03-30,S01,I02,285.77,0,25
2025-03-31,S01,I02,282.99,0,15
2025-04-01,S01,I02,293.41,0,15
2025-04-02,S01,I02,294.04,0,22
2025-04-03,S01,I02,291.76,0,14
2025-04-04,S01,I02,289.73,0,27
2025-04-05,S01,I02,282.84,1,30
2025-04-06,S01,I02,292.32,0,22
2025-04-07,S01,I02,289.51,0,21
2025-04-08,S01,I02,283.1,0,12
2025-04-09,S01,I02,290.02,0,18
2025-04-10,S01,I02,285.16,0,19
2025-04-11,S01,I02,290.52,0,16
2025-04-12,S01,I02,291.78,0,24
2025-04-13,S01,I02,289.28,0,30
2025-04-14,S01,I02,283.86,0,20
2025-04-15,S01,I02,289.67,0,21
2025-04-16,S01,I02,289.45,0,17
2025-04-17,S01,I02,284.39,0,15
2025-04-18,S01,I02,285.84,0,19
2025-04-19,S01,I02,294.82,0,18
2025-04-20,S01,I02,293.83,0,22
2025-04-21,S01,I02,285.01,0,16
2025-04-22,S01,I02,279.11,0,13
2025-04-23,S01,I02,293.13,0,21
2025-04-24,S01,I02,295.68,0,19
2025-04-25,S01,I02,293.49,0,18
2025-04-26,S01,I02,285.78,0,27
2025-04-27,S01,I02,289.88,0,20
2025-04-28,S01,I02,283.5,0,15
2025-04-29,S01,I02,291.52,0,23
2025-04-30,S01,I02,284.87,0,26
2025-05-01,S01,I02,284.66,0,21
2025-05-02,S01,I02,286.86,0,21
2025-05-03,S01,I02,284.96,0,24
2025-05-04,S01,I02,290.14,0,24
2025-05-05,S01,I02,283.78,0,20
2025-05-06,S01,I02,297.55,1,29
2025-05-07,S01,I02,289.4,0,21
2025-05-08,S01,I02,285.8,0,22
2025-05-09,S01,I02,283.29,0,17
2025-05-10,S01,I02,285.96,0,27
2025-05-11,S01,I02,286.37,0,23
2025-05-12,S01,I02,286.11,0,20
2025-05-13,S01,I02,285.22,0,21
2025-05-14,S01,I02,283.91,0,18
2025-05-15,S01,I02,290.83,0,16
2025-05-16,S01,I02,292.85,0,20
2025-05-17,S01,I02,283.75,0,25
2025-05-18,S01,I02,287.0,0,26
2025-05-19,S01,I02,280.0,0,21
2025-05-20,S01,I02,285.02,0,23
2025-05-21,S01,I02,295.08,0,21
2025-05-22,S01,I02,292.0,0,21
2025-05-23,S01,I02,289.68,0,18
2025-05-24,S01,I02,282.57,1,29
2025-05-25,S01,I02,284.41,0,27
2025-05-26,S01,I02,285.14,1,23
2025-05-27,S01,I02,291.29,0,21
2025-05-28,S01,I02,292.4,0,17
2025-05-29,S01,I02,287.23,0,25
2025-05-30,S01,I02,290.84,0,20
2025-05-31,S01,I02,284.29,0,26
2025-06-01,S01,I02,288.52,0,24
2025-06-02,S01,I02,291.44,1,30
2025-06-03,S01,I02,293.62,1,21
2025-06-04,S01,I02,282.61,1,22
2025-06-05,S01,I02,293.05,0,22
2025-06-06,S01,I02,296.9,0,20
2025-06-07,S01,I02,281.58,0,24
2025-06-08,S01,I02,280.93,0,24
2025-06-09,S01,I02,293.79,1,24
2025-06-10,S01,I02,285.79,0,20
2025-06-11,S01,I02,286.59,0,24
2025-06-12,S01,I02,292.23,0,21
2025-06-13,S01,I02,283.95,0,22
2025-06-14,S01,I02,288.58,0,24
2025-06-15,S01,I02,282.06,1,32
2025-06-16,S01,I02,291.01,0,15
2025-06-17,S01,I02,290.99,0,20
2025-06-18,S01,I02,288.24,0,20
2025-06-19,S01,I02,287.61,0,25
2025-06-20,S01,I02,287.5,0,24
2025-06-21,S01,I02,286.88,0,25
2025-06-22,S01,I02,287.27,0,23
2025-06-23,S01,I02,291.05,0,17
2025-06-24,S01,I02,280.42,0,19
2025-06-25,S01,I02,294.9,0,23
2025-06-26,S01,I02,288.31,0,21
2025-06-27,S01,I02,296.57,0,21
2025-06-28,S01,I02,288.57,0,28
2025-06-29,S01,I02,287.6,1,27
2025-06-30,S01,I02,290.07,0,17
2025-07-01,S01,I02,282.56,1,26
2025-07-02,S01,I02,283.29,0,17
2025-07-03,S01,I02,286.76,0,15
2025-07-04,S01,I02,287.86,0,16
2025-07-05,S01,I02,291.68,1,34
2025-07-06,S01,I02,287.87,0,24
2025-07-07,S01,I02,293.37,0,20
2025-07-08,S01,I02,276.85,0,16
2025-07-09,S01,I02,294.79,0,21
2025-07-10,S01,I02,285.91,0,19
2025-07-11,S01,I02,290.29,0,21
2025-07-12,S01,I02,292.35,0,24
2025-07-13,S01,I02,282.29,0,27
2025-07-14,S01,I02,293.34,0,18
2025-07-15,S01,I02,290.57,0,19
2025-07-16,S01,I02,294.65,0,19
2025-07-17,S01,I02,287.86,0,19
2025-07-18,S01,I02,287.54,0,20
2025-07-19,S01,I02,284.59,0,24
2025-07-20,S01,I02,284.74,0,25
2025-07-21,S01,I02,287.3,0,20
2025-07-22,S01,I02,289.89,0,21
2025-07-23,S01,I02,290.56,0,19
2025-07-24,S01,I02,283.51,0,17
2025-07-25,S01,I02,287.15,0,20
2025-07-26,S01,I02,288.45,0,27
2025-07-27,S01,I02,278.93,0,21
2025-07-28,S01,I02,290.99,0,15
2025-07-29,S01,I02,286.5,0,17
2025-07-30,S01,I02,287.59,0,19
2025-07-31,S01,I02,293.36,0,13
2025-08-01,S01,I02,283.55,0,21
2025-08-02,S01,I02,284.05,0,25
2025-08-03,S01,I02,278.37,0,18
2025-08-04,S01,I02,287.21,1,21
2025-08-05,S01,I02,291.87,0,18
2025-08-06,S01,I02,279.05,0,14
2025-08-07,S01,I02,283.34,0,22
2025-08-08,S01,I02,288.13,0,20
2025-08-09,S01,I02,285.62,0,27
2025-08-10,S01,I02,285.66,0,22
2025-08-11,S01,I02,288.08,0,21
2025-08-12,S01,I02,294.81,0,17
2025-08-13,S01,I02,287.63,0,19
2025-08-14,S01,I02,288.43,0,20
2025-08-15,S01,I02,289.4,0,19
2025-08-16,S01,I02,279.68,0,28
2025-08-17,S01,I02,288.77,0,26
2025-08-18,S01,I02,281.3,0,18
2025-08-19,S01,I02,287.58,0,22
2025-08-20,S01,I02,291.85,0,23
2025-08-21,S01,I02,285.8,0,20
2025-08-22,S01,I02,291.76,0,23
2025-08-23,S01,I02,280.56,0,25
2025-08-24,S01,I02,288.57,0,25
2025-08-25,S01,I02,288.64,0,19
2025-08-26,S01,I02,276.68,0,19
2025-08-27,S01,I02,289.52,0,18
2025-08-28,S01,I02,275.52,0,17
2025-08-29,S01,I02,288.14,0,16
2025-08-30,S01,I02,289.24,1,31
2025-08-31,S01,I02,285.74,0,29
2025-09-01,S01,I02,288.12,1,27
2025-09-02,S01,I02,296.51,0,21
2025-09-03,S01,I02,285.25,0,23
2025-09-04,S01,I02,282.76,0,19
2025-09-05,S01,I02,295.61,0,16
2025-09-06,S01,I02,288.21,0,24
2025-09-07,S01,I02,292.06,1,30
2025-09-08,S01,I02,280.85,0,18
2025-09-09,S01,I02,277.5,0,21
2025-09-10,S01,I02,283.87,0,22
2025-09-11,S01,I02,286.62,0,14
2025-09-12,S01,I02,285.23,0,19
2025-09-13,S01,I02,285.23,0,17
2025-09-14,S01,I02,279.83,0,25
2025-09-15,S01,I02,288.2,0,19
2025-09-16,S01,I02,286.26,0,25
2025-09-17,S01,I02,278.5,0,24
2025-09-18,S01,I02,286.06,0,22
2025-09-19,S01,I02,286.77,0,17
2025-09-20,S01,I02,291.54,0,22
2025-09-21,S01,I02,285.15,0,22
2025-09-22,S01,I02,291.18,0,24
2025-09-23,S01,I02,290.73,1,22
2025-09-24,S01,I02,284.0,0,18
2025-09-25,S01,I02,289.98,0,17
2025-09-26,S01,I02,291.86,0,16
2025-01-01,S01,I03,294.66,0,21
2025-01-02,S01,I03,291.68,0,20
2025-01-03,S01,I03,289.84,0,13
2025-01-04,S01,I03,284.79,0,22
2025-01-05,S01,I03,295.0,0,27
2025-01-06,S01,I03,284.4,0,20
2025-01-07,S01,I03,289.58,0,19
2025-01-08,S01,I03,294.58,0,22
2025-01-09,S01,I03,286.24,0,16
2025-01-10,S01,I03,290.2,1,23
2025-01-11,S01,I03,283.92,0,27
2025-01-12,S01,I03,288.77,0,24
2025-01-13,S01,I03,286.23,0,21
2025-01-14,S01,I03,287.07,0,16
2025-01-15,S01,I03,292.51,0,17
2025-01-16,S01,I03,292.86,0,15
2025-01-17,S01,I03,287.93,1,19
2025-01-18,S01,I03,291.32,0,24
2025-01-19,S01,I03,288.39,0,27
2025-01-20,S01,I03,288.81,0,20
2025-01-21,S01,I03,285.61,0,23
2025-01-22,S01,I03,288.14,0,19
2025-01-23,S01,I03,282.35,1,19
2025-01-24,S01,I03,298.65,0,21
2025-01-25,S01,I03,295.04,0,23
2025-01-26,S01,I03,300.03,0,26
2025-01-27,S01,I03,294.76,0,13
2025-01-28,S01,I03,291.47,0,19
2025-01-29,S01,I03,281.49,0,22
2025-01-30,S01,I03,294.4,1,27
2025-01-31,S01,I03,295.64,0,19
2025-02-01,S01,I03,285.7,0,26
2025-02-02,S01,I03,292.49,0,24
2025-02-03,S01,I03,290.87,0,19
2025-02-04,S01,I03,289.97,0,22
2025-02-05,S01,I03,292.46,0,18
2025-02-06,S01,I03,292.12,0,18
2025-02-07,S01,I03,286.28,0,15
2025-02-08,S01,I03,294.13,0,28
2025-02-09,S01,I03,284.42,0,25
2025-02-10,S01,I03,292.2,0,16
2025-02-11,S01,I03,291.43,0,22
2025-02-12,S01,I03,287.25,0,20
2025-02-13,S01,I03,295.24,0,18
2025-02-14,S01,I03,282.68,0,22
2025-02-15,S01,I03,291.33,0,25
2025-02-16,S01,I03,291.03,0,21
2025-02-17,S01,I03,296.57,0,23
2025-02-18,S01,I03,292.88,0,17
2025-02-19,S01,I03,281.35,0,29
2025-02-20,S01,I03,288.38,0,18
2025-02-21,S01,I03,296.7,1,19
2025-02-22,S01,I03,289.59,0,31
2025-02-23,S01,I03,285.76,0,26
2025-02-24,S01,I03,290.0,0,21
2025-02-25,S01,I03,296.91,0,21
2025-02-26,S01,I03,286.81,1,21
2025-02-27,S01,I03,286.01,0,13
2025-02-28,S01,I03,289.29,0,26
2025-03-01,S01,I03,287.6,0,21
2025-03-02,S01,I03,293.15,0,31
2025-03-03,S01,I03,288.79,0,21
2025-03-04,S01,I03,291.61,0,20
2025-03-05,S01,I03,296.72,0,18
2025-03-06,S01,I03,286.41,0,27
2025-03-07,S01,I03,294.35,0,18
2025-03-08,S01,I03,293.82,0,24
2025-03-09,S01,I03,285.23,0,28
2025-03-10,S01,I03,295.71,0,18
2025-03-11,S01,I03,285.28,0,17
2025-03-12,S01,I03,284.38,0,20
2025-03-13,S01,I03,286.84,0,22
2025-03-14,S01,I03,286.98,0,25
2025-03-15,S01,I03,288.82,0,32
2025-03-16,S01,I03,285.77,0,20
2025-03-17,S01,I03,292.48,0,23
2025-03-18,S01,I03,289.68,0,17
2025-03-19,S01,I03,290.94,0,17
2025-03-20,S01,I03,292.91,0,18
2025-03-21,S01,I03,296.29,0,18
2025-03-22,S01,I03,288.46,0,23
2025-03-23,S01,I03,287.74,1,24
2025-03-24,S01,I03,293.4,0,24
2025-03-25,S01,I03,295.22,0,22
2025-03-26,S01,I03,290.52,0,20
2025-03-27,S01,I03,290.48,0,17
2025-03-28,S01,I03,289.36,0,23
2025-03-29,S01,I03,287.73,0,26
2025-03-30,S01,I03,288.62,0,24
2025-03-31,S01,I03,289.88,1,20
2025-04-01,S01,I03,292.85,0,21
2025-04-02,S01,I03,293.55,0,19
2025-04-03,S01,I03,286.54,0,21
2025-04-04,S01,I03,290.45,0,20
2025-04-05,S01,I03,287.33,1,33
2025-04-06,S01,I03,289.17,0,26
2025-04-07,S01,I03,290.72,1,24
2025-04-08,S01,I03,294.04,0,21
2025-04-09,S01,I03,289.64,0,23
2025-04-10,S01,I03,291.98,0,24
2025-04-11,S01,I03,285.93,0,16
2025-04-12,S01,I03,285.66,0,29
2025-04-13,S01,I03,289.16,0,21
2025-04-14,S01,I03,303.55,0,23
2025-04-15,S01,I03,287.05,1,23
2025-04-16,S01,I03,290.81,0,22
2025-04-17,S01,I03,291.83,0,24
2025-04-18,S01,I03,290.33,0,20
2025-04-19,S01,I03,287.81,1,31
2025-04-20,S01,I03,292.42,0,26
2025-04-21,S01,I03,286.56,0,18
2025-04-22,S01,I03,291.72,1,28
2025-04-23,S01,I03,287.87,0,20
2025-04-24,S01,I03,294.18,0,13
2025-04-25,S01,I03,283.05,0,23
2025-04-26,S01,I03,289.76,0,28
2025-04-27,S01,I03,285.73,0,26
2025-04-28,S01,I03,293.51,0,18
2025-04-29,S01,I03,293.56,0,16
2025-04-30,S01,I03,279.69,0,18
2025-05-01,S01,I03,285.23,0,20
2025-05-02,S01,I03,293.93,0,14
2025-05-03,S01,I03,289.66,0,27
2025-05-04,S01,I03,292.64,0,26
2025-05-05,S01,I03,290.13,0,24
2025-05-06,S01,I03,290.84,1,27
